ROUTEID,TRANSID,INCEPTADDR,SENDPOS
7,2238783,厦门市湖里区殿前新禾工业园7号第4A层,厦门市湖里区殿前新禾工业园7号第4A层
7,2238792,厦门市厦门市湖里区殿前社2534-2号201室之一,厦门市厦门市湖里区殿前社2534-2号201室之一
7,2238803,厦门市湖里区华泰路88号第五层西侧之一,厦门市湖里区华泰路88号第五层西侧之一
7,2238969,厦门市湖里区长乐路322号,厦门市湖里区长乐路322号
7,2238972,厦门市湖里区海天路105号之一,厦门市湖里区海天路105号之一
7,2238985,厦门市湖里区海天路118-10、118-11号,厦门市湖里区海天路118-10、118-11号
7,2238998,厦门市湖里区华昌路60之1,厦门市湖里区华昌路60之1
7,2239412,厦门市湖里区宜宾路120-3号,厦门市湖里区宜宾路120-3号
7,2239418,厦门市湖里区嘉园路22-26、22-27号,厦门市湖里区嘉园路22-26、22-27号
7,2239439,厦门市湖里区殿前社4188号-103,厦门市湖里区殿前社4188号-103
7,2242091,厦门市湖里区湖里大道联发办公楼三层,（燕来福）厦门联发(集团)房地产有限公司
7,2242109,厦门市湖里区殿前社2534-2号201室之一,（燕来福）厦门仁心红药房有限公司
7,2244473,厦门市湖里区南山路135号,厦门参心大药房有限公司
7,2243097,厦门市湖里区殿前新禾工业园7号第4A层,厦门宏仁堂药业有限公司
7,2239039,厦门市湖里区高殿村殿前社三组（第七层）东侧,厦门市湖里区高殿村殿前社三组（第七层）东侧
7,2239101,厦门市湖里区华光路20号第一层南侧03单元,厦门市湖里区华光路20号第一层南侧03单元
7,2239129,厦门市湖里区寨上社1009号-101号,厦门市湖里区寨上社1009号-101号
7,2238573,湖里区殿前街道马垅78号,湖里区殿前街道马垅78号
7,2240368,湖里区殿前街道殿前5组5101号之二,湖里区殿前街道殿前5组5101号之二
7,2241468,福建省厦门市湖里区长虹路33号四层B单元（跨境电商产业园）,(燕来福)福建国大药房连锁有限公司
7,2241495,厦门市湖里区悦华路143号之1号601室,厦门佰康大药房连锁有限公司
7,2238575,湖里区殿前街道马垅社191号一楼,湖里区殿前街道马垅社191号一楼
7,2238576,湖里区殿前街道殿前五组5164之三、四店面,湖里区殿前街道殿前五组5164之三、四店面
7,2238579,湖里区殿前街道兴隆路616栋之3店面,湖里区殿前街道兴隆路616栋之3店面
7,2239245,厦门市湖里区殿前社5501-202号,厦门市湖里区殿前社5501-202号
7,2241499,海天路53号,燕来福（海天点）
7,2241500,厦门市湖里区华昌路72号,（燕来福）厦门大学附属中山医院湖里分院
7,2241521,湖里区湖里街道湖里大道80号,（燕来福）厦门湖里华兴医院
7,2241522,厦门市湖里区兴隆路470、472、474号,（燕来福）厦门湖里穅乐门诊部有限公司
7,2241523,湖里区湖里街道南山路298号,厦门湖里玛莉妇科门诊部
7,2238902,厦门市湖里区马垅社二组90号之2,厦门市湖里区马垅社二组90号之2
7,2238915,厦门市湖里区殿前3001号之一,厦门市湖里区殿前3001号之一
7,30755,厦门市湖里区长虹路33号四层B单元,福建国大药房连锁有限公司(股份厦门)
7,2243920,厦门市湖里区长乐路320、322号,厦门市湖里区长乐路320、322号
7,2244302,厦门市湖里区殿前社6062-102号,厦门湖里心心护齿口腔诊所有限责任公司
7,2238796,厦门市湖里区湖里大道54号301-2室,厦门市湖里区湖里大道54号301-2室
7,2241524,湖里区湖里街道南山路298号,（海峡两岸）厦门湖里玛莉妇科门诊部
7,2241525,厦门市湖里区湖里街道南山路290-1,（燕来福）厦门湖里玛莉妇科门诊部
7,2241527,湖里街道嘉园路111号之一,（燕来福）厦门湖里齐安芙蓉苑门诊部
7,2241531,厦门市湖里区吕岭路161-102号之二,（燕来福）厦门湖里德善堂第六门诊部
7,2241555,厦门市湖里区湖里大道54号第三层S1单元之二,（燕来福）厦门市德丰堂药业有限公司
7,2241574,湖里区和旭里7-9号一层西侧,(燕来福)厦门市古今湖滨药店连锁有限公司
7,2242143,厦门市湖里区湖里大道31号,联发集团有限公司工会委员会
7,2242158,厦门市湖里区兴隆路396-8,厦门湖里周光浩中医诊所
7,2242174,厦门市湖里区长虹路33号404、405、5011、512、513单元,福建国大医药有限公司
7,2242176,厦门市湖里区南山路403号101之八,（燕来福）厦门湖里片仔癀宏仁中医门诊部有限公司
7,2238398,厦门市湖里区宜宾路92-98号,厦门市湖里区宜宾路92-98号
7,2241599,湖里区南山路272号01单元C店面、南山路272号02室C区,燕来福(厦门市湖里区康乐益古老药局)
7,2241600,厦门市湖里区海天路118-10、118-11号,燕来福
7,2241601,湖里区嘉园路109号,（燕来福）厦门齐安大药房有限公司
7,2242211,厦门市湖里区马垅社二组90号之2,厦门泉生堂药业有限公司
7,2242216,厦门市湖里区湖里大道8号201室,厦门湖里存德堂中医门诊部有限公司
7,2242246,厦门市湖里区嘉园路22-26、22-27,（燕来福）厦门悦华康医药有限公司
7,2241637,厦门市湖里区高殿村前社三组（第七层）东侧,（燕来福）厦门市聚德堂药业有限公司
7,2238725,湖里区殿前街道寨上1272号1021,湖里区殿前街道寨上1272号1021
7,2239477,厦门市同安区福明西二路19号2号厂房第四层,厦门市同安区福明西二路19号2号厂房第四层
7,2238777,厦门现代物流园区长虹路33号二层夹层B单元,厦门现代物流园区长虹路33号二层夹层B单元
7,2238778,湖里区悦华西路天安工业邨6A单元A1,湖里区悦华西路天安工业邨6A单元A1
7,2242293,厦门市湖里区宜宾路92-98号,（燕来福）厦门市儿童医院(复旦大学附属儿科医院厦门医院)
7,2239137,厦门市湖里区寨上二组2032号,厦门市湖里区寨上二组2032号
7,2239181,厦门市湖里区悦华路143号之二5B单元,厦门市湖里区悦华路143号之二5B单元
7,2240280,厦门市湖里区长虹路33号404、405、511、512、513单元,福建国大医药有限公司
7,2242301,厦门市湖里区华泰路88号第五层西侧之一,（燕来福）厦门文灶药店连锁有限公司
7,2242303,厦门市湖里区殿前新禾工业园7号第4A层,（燕来福）厦门宏仁堂药业有限公司
7,2242316,厦门市湖里区南山路105-1号、105-106号二楼,燕来福（厦门湖里瑞来春中医门诊部有限公司）
7,2242344,湖里区象屿路88号报税市场大厦6B1,（燕来福）厦门市大涵物流有限公司
7,2242348,厦门市湖里区高殿村殿前社三组冠华大厦7楼东侧,厦门德众堂药房有限公司
7,2239193,厦门市湖里区殿前社4189-104号,厦门市湖里区殿前社4189-104号
7,2239199,厦门市湖里区长虹路389号之一,厦门市湖里区长虹路389号之一
7,2239223,厦门市湖里区殿前1110号,厦门市湖里区殿前1110号
7,2239241,厦门市湖里区湖里街南片81号,厦门市湖里区湖里街南片81号
7,2241908,厦门市湖里区殿前街道高殿文化中心旁,（燕来福）厦门市湖里区殿前街道社区卫生服务中心
7,2241951,厦门市湖里区长虹路389号之一,燕来福（厦门市京瑞堂药业有限公司）
7,2242393,厦门市湖里区殿前五组综合楼二层3号店面,燕来福（厦门仟喜堂药业有限公司）
7,2242419,厦门市湖里区华昌路132号联发华美空间A3物业服务中心,（燕来福）厦门联发(集团)物业服务有限公司
7,2239251,厦门市湖里区海天路94号之二3号,厦门市湖里区海天路94号之二3号
7,2239264,厦门市湖里区南山路289号101室,厦门市湖里区南山路289号101室
7,2239268,厦门市湖里区塘边社区86-2,厦门市湖里区塘边社区86-2
7,2241953,湖里区湖里街道海天路62、64、66号,（燕来福）厦门湖里叮铃医生第四门诊部有限公司
7,2241981,厦门市湖里区殿前街道寨上1040号,厦门湖里康馨门诊部有限公司
7,2241998,厦门市湖里区湖里街湖里大道37号1、2号楼,厦门湖里天伦医院有限公司
7,2242016,湖里街道兴隆路27号,（燕来福）厦门信达股份有限公司卫生所
7,2242426,湖里区殿前街道寨上2092号,燕来福（厦门湖里平安第二门诊部）
7,2242435,厦门市湖里区海天路39-13号,厦门湖里叮铃医生第一门诊部有限公司
7,2242064,厦门市湖里区南山路289号101室,厦门市杏缘堂大药房有限公司
7,2238545,湖里区殿前街道寨上社1305号,湖里区殿前街道寨上社1305号
7,2238548,湖里区殿前街道殿前三组3076号一层店面第1间,湖里区殿前街道殿前三组3076号一层店面第1间
7,2238553,湖里区殿前街道殿前4136号,湖里区殿前街道殿前4136号
7,2238556,湖里区湖里街道徐厝和悦里46号底层101室、102室,湖里区湖里街道徐厝和悦里46号底层101室、102室
7,2238570,湖里区湖里街道海天路72号,湖里区湖里街道海天路72号
7,2239355,厦门市湖里区兴隆路9-5号,厦门市湖里区兴隆路9-5号
7,2239388,厦门市湖里区园山南路902之108、109,厦门市湖里区园山南路902之108、109
7,2239123,厦门市湖里区殿前二组2040号-101,厦门市湖里区殿前二组2040号-101
7,2525135,福建省厦门市湖里区长虹路33号跨境电商产业园一期4楼东侧 国大药房,福建省厦门市湖里区长虹路33号跨境电商产业园一期4楼东侧 国大药房
7,2466183,厦门市湖里区嘉园路24号之十五,厦门市湖里区悦康堂药店
7,2473707,厦门市湖里区殿前街道殿前社2541-120号,厦门湖里棠悦口腔门诊部
7,2439068,福建省厦门市湖里区悦华路34-36号405-2室,上海嘉事明伦医疗器材有限公司
7,2440750,厦门市湖里区殿前社2534-2号201室之一,厦门仁心红药房有限公司
7,2382782,厦门市湖里区马垅社191号一楼,厦门市湖里区马垅社191号一楼
7,2297016,厦门市湖里区殿前社2534-2号201室之一,厦门仁心红药房有限公司
7,2881302,中国（福建）自由贸易试验区厦门片区（保税区）象兴四路35号自贸时代广场1号楼2层223-226单元,厦门市易佑源门诊部有限公司
7,2744999,厦门市湖里区昌宾路9号店之二,厦门市湖里区昌宾路9号店之二
7,2541174,中国（福建）自由贸易试验区厦门片区屿南四路7-7号,自贸区分店
7,2610435,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),自贸区分店
7,2881158,厦门市湖里区悦华路143号之二5B单元,厦门市湖里区悦华路143号之二5B单元
7,2651576,湖里区湖里街道塘边社146号101-102店,厦门湖里金全中医(综合)诊所
7,2614477,药库,药库
7,2702341,湖里区殿前街道马垅社163号,厦门湖里建平兴西医内科诊所
7,3406215,福建省厦门湖里区厦门湖里区悦华路145号3A单元,福建省厦门湖里区厦门湖里区悦华路145号3A单元
7,3405681,湖里区殿前街道悦华路176-178号店面,湖里区殿前街道悦华路176-178号店面
7,2967897,湖里区殿前街道马垅社191号一楼,厦门湖里马富豪西医内科诊所
7,3405176,门诊药房,门诊药房
7,2753306,湖里区殿前街道寨上2363号,燕来福(厦门湖里健民医院)
7,2788836,厦门市湖里区悦华路143号之二5B单元,福建省民君医药有限公司
7,2792793,湖里区殿前街道殿前四组4194-101,厦门湖里雄伟西医内科诊所
7,3075649,厦门市湖里区华泰路88号第五层西侧之一,厦门文灶药店连锁有限公司
7,3010149,厦门市湖里区南山西路298号101室、301室A单元、401室,厦门卓亚口腔医院
7,3354186,厦门市湖里区殿前社6004-103号,殿前六组分店
7,3197338,湖里区南山路3号,厦门市医疗急救中心
7,3403942,厦门市集美区灌南工业区安仁大道1599号6号自动化高架物流仓库及1-7平层仓库(委托鹭燕医药股份有限公司配送),殿前六组分店
7,3404787,湖里区殿前街道殿前社1187-101号,厦门湖里志堃中医（综合）诊所
7,12527,,
10,386,同安区大同街道东山路,厦门和美家妇产医院（股份厦门）
10,387,厦门市同安区工业集中区建材园3号1-3层3-1006商铺,厦门同安博爱医院（股份厦门）
10,389,厦门市同安区同集北路1118号,厦门同安城南医院
10,390,厦门市同安区西柯镇洪塘村美人山一里7号之14,厦门同安徐社萍西医内科诊所
10,391,同安大同街道舒安里4之4号,厦门同安正义耳鼻咽喉科诊所
10,400,新圩镇新霞南路245号,厦门翔安瑞生西医外科诊所
10,412,厦门市美溪道思明工业园6-7号第三层,厦门中鹭医药有限公司（股份厦门）
10,416,卿朴村村部,卿朴村卫生所
10,417,同安祥平东256号银湖西路358号,祥平街道社区卫生服务中心
10,7,同安大轮山路2号 ,海军同安闽海医院(92403医院)
10,37,环城北路892号,大同街道社区卫生服务中心总院
10,38,东宅村村部,东宅村卫生所
10,39,汀溪镇汀溪街423号,汀溪卫生院
10,112,同安区大同朝洋路815号,厦门监狱医院
10,118,厦门市同安工业集中区湖里园25号第1-3层,厦门钜翔医药有限公司（股份厦门）
10,296,龙东村部,龙东村卫生所
10,297,龙西村部,龙西村卫生所
10,298,同安区莲花镇美埔村91号,莲花卫生院
10,299,莲花镇罗溪村卫生所,罗溪村
10,300,莲花镇美埔村卫生所,美埔村
10,301,同安区莲花镇内田村卫生所,内田村
10,302,路下村村部,路下村卫生院
10,303,前格村村部,前格村卫生所
10,304,荏畲村村部,荏畲村卫生所
10,305,明溪村村部,明溪村卫生所
10,306,三秀山村文化园一楼,三秀山村卫生所
10,313,南山村卫生所,南山村
10,334,面前埔村部,面前埔卫生所
10,606,同安区阳翟二路2号,第三医院急诊药房
10,607,同安区阳翟二路2号,第三医院门诊药房
10,608,同安区阳翟二路2号,第三医院药库
10,609,同安区阳翟二路2号,第三医院中心药房
10,771,同安区祥平街道城南大街7号楼240号,厦门市同安吉平药店
10,772,同安区大同街道朝元路201号,厦门市同安莲花供销合作社安康堂药局
10,773,同安区莲花镇美浦村莲美街,厦门市同安灵燕药店
10,774,同安祥平街道祥桥路祥路顶1号,厦门市同安区百翔药店
10,775,同安祥平街道祥桥路祥路顶1号,厦门市同安区葆春堂药店
10,776,同安区西柯村同安真奇美服装加工厂11号店面,厦门市同安区曾杨药店
10,777,古庄村村部,古庄村卫生所
10,778,康浔村村部,康浔村卫生所
10,779,碧岳村村部,碧岳村卫生所
10,780,朝元村村部,朝元村卫生所
10,781,顶溪头村部,顶溪头卫生所
10,782,东山村村部,东山村卫生所
10,783,田洋村村部,田洋村卫生所
