,ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location,Index
2247,2.0,1042743.0,厦门市思明区湖滨南路201-209号,中山医院营养食堂,,764
2079,2.0,23062.0,厦门市思明区湖滨南路201-209号,中山医院药库,,764
2136,2.0,34251.0,厦门市思明区湖滨南路201-209号,中山医院水粉库,,764
2078,2.0,23045.0,厦门市思明区湖滨南路201-209号,中山医院急诊药房,,764
2135,2.0,34250.0,厦门市思明区湖滨南路201-209号,中山医院输液库,,764
2082,2.0,23067.0,厦门市思明区湖滨南路201-209号,中山医院中心药房,,764
2083,2.0,23068.0,厦门市思明区湖滨南路201-209号,中山医院制剂室,,764
2134,2.0,33789.0,厦门市思明区湖滨南路201-209号,中山医院门诊药房,,764
2118,2.0,23021.0,厦门市思明区湖滨南路201-209号,中山医院输液库,,764
1960,2.0,2333.0,厦门市思明区湖滨南路201-209号,输液库,,764
2080,2.0,23064.0,厦门市思明区湖滨南路201-209号,中山医院水粉库,,764
2132,2.0,33787.0,厦门市思明区湖滨南路201-209号,中山医院急诊药房,,764
1892,2.0,551.0,后滨路1号,筼筜振兴点药房,,765
1888,2.0,547.0,厦门市思明区后滨路1号,中山医院厦禾分院,"118.098687,24.465029",765
2651,1.0,2373.0,后滨路1号,筼筜振兴点药房,,765
1994,2.0,2342.0,后滨路1号,中山厦禾分院,,765
2108,2.0,30449.0,后滨路1号,筼筜社区振兴点,,765
2089,2.0,31231.0,后滨路1号,中山厦禾分院,,765
1964,2.0,1820.0,后滨路1号,中山厦禾分院,,765
2113,2.0,33902.0,后滨路1号,中山厦禾分院,,765
1990,2.0,2335.0,厦门市思明区后滨路1号,中山医院厦禾分院,,765
2137,2.0,34252.0,厦门市思明区后滨路1号,中山医院厦禾分院,,765
2081,2.0,23066.0,厦门市思明区后滨路1号,中山医院厦禾分院,,765
2125,2.0,30882.0,后滨路1号,厦门大学附属中山医院（厦禾分部）,,765
2168,2.0,23011.0,后滨路1号,中山厦禾分院,,765
2307,2.0,701145.0,后滨路1号,筼筜社区振兴点,,765
2444,2.0,2241498.0,东渡路93号,燕来福（东渡点）,,766
2109,2.0,30692.0,东渡路93号,厦门市湖里区湖里街道社区卫生服务中心（东渡点）,,766
2258,2.0,263569.0,东渡路93号,燕来福（东渡点）,,766
1995,2.0,2374.0,东渡路93号,湖里社区东渡点药房,,766
2292,2.0,700820.0,东渡路93号,燕来福（东渡点）,,766
2213,2.0,40375.0,东渡路93号,海峡两岸东渡点,,766
1893,2.0,552.0,东渡路93号,湖里社区东渡点药房,"118.08047,24.487226",766
2102,2.0,31013.0,东渡路93号,海峡两岸东渡点,,766
2115,2.0,33909.0,东渡路93号,湖里社区东渡点药房,,766
2176,2.0,53390.0,厦门市思明区禾祥西路17号之十四,公司仓库,,767
2448,2.0,2241508.0,厦门市思明区禾祥西路17号之十四,厦门得心药房有限公司,,767
2353,2.0,1770180.0,厦门市思明区禾祥西路17号之十四,厦门得心药房有限公司,,767
1894,2.0,560.0,厦门市思明区禾祥西路17号之十四,厦门得心药房有限公司,"118.08283,24.464103",767
1997,2.0,2390.0,禾祥西路17号之14,厦门得心药房有限公司,,767
3523,5.0,36034.0,厦门市湖里区后埔村425号A店,厦门得心药房有限公司后埔店(股份厦门）,,768
1999,2.0,2393.0,厦门市湖里区后埔村425号A店,厦门得心药房有限公司角滨店,,768
3333,5.0,1324.0,厦门市湖里区后埔村425号A店,厦门得心药房有限公司角滨店,,768
1895,2.0,561.0,厦门市湖里区后埔村425号A店,厦门得心药房有限公司角滨店,"118.141587,24.49409",768
3531,5.0,57065.0,厦门市湖里区后埔村425号A店,公司仓库,,768
2000,2.0,2400.0,思明区湖滨南路4号之8,厦门公交集团有限公司卫生所,,769
1896,2.0,566.0,思明区湖滨南路4号之8,厦门公交集团有限公司卫生所,"118.079137,24.46525",769
2331,2.0,1633388.0,厦门市思明区湖滨南路4号之九B区、4号之九B区夹层、4号之十A区、4号之十A区夹层,厦门京元堂中医门诊部,,769
1897,2.0,569.0,湖里金鼎路31号,厦门国际旅行卫生保健门诊部,"118.08288,24.489045",770
2001,2.0,2404.0,湖里金鼎路31号,厦门国际旅行卫生保健门诊部,,770
2368,2.0,2207374.0,湖里区湖里街道金鼎路31号,厦门海关口岸门诊部,,770
1898,2.0,582.0,思明区鹭江道267号,中华人民共和国厦门海关卫生所（股份厦门）,"118.073604,24.463578",771
2002,2.0,2418.0,思明区鹭江道267号,厦门海关卫生所,,771
2449,2.0,2241517.0,湖里区湖里街道东渡路112号,主任办公室,,772
2332,2.0,1564893.0,厦门市湖里区东渡路112号、114-1号102室、114-2号101室,厦门湖里岽渡门诊部有限公司,,772
2003,2.0,2424.0,湖里区湖里街道东渡路112号,厦门湖里东渡门诊部,,772
1899,2.0,589.0,湖里区湖里街道东渡路112号、114-1号102室、114-2号101室,厦门湖里东渡门诊部,"118.081696,24.488132",772
2450,2.0,2241518.0,湖里区湖里街道东渡路112号,厦门湖里东渡门诊部,,772
2004,2.0,2425.0,湖里区湖里街道东渡路112号,主任办公室,,772
1967,2.0,1828.0,湖里区湖里街道东渡路112号,主任办公室,,772
2509,2.0,2792794.0,湖里区湖里街道海山路2号之10,厦门湖里惠燕西医内科诊所,,773
2006,2.0,2440.0,湖里街道海山路2号之10,厦门湖里惠燕西医内科诊所,,773
1900,2.0,601.0,湖里街道海山路2号之10,厦门湖里惠燕西医内科诊所,"118.079779,24.482575",773
2492,2.0,2238552.0,湖里区湖里街道海山路2号之10,湖里区湖里街道海山路2号之10,,773
1972,2.0,2894.0,湖滨西路21号105店,厦门市思明区百翔堂药店,,774
1901,2.0,694.0,湖滨西路21号105店,厦门市思明区百翔堂药店,"118.078853,24.461289",774
1902,2.0,703.0,思明区厦禾路1130号之9店面,厦门市思明区东百泰药店,"118.121396,24.473735",775
1973,2.0,2903.0,思明区厦禾路1130号之9店面,厦门市思明区东百泰药店,,775
1903,2.0,732.0,*明发花园A幢商场105号,厦门市思明区明发花园药店,"118.166443,24.474909",776
1978,2.0,2938.0,*明发花园A幢商场105号,厦门市思明区明发花园药店,,776
1904,2.0,741.0,湖滨一里101号A02店,厦门市思明区松和堂药店,"118.102851,24.473577",777
1981,2.0,2948.0,湖滨一里101号A02店,厦门市思明区松和堂药店,,777
1906,2.0,764.0,仙岳路248号博士新村二楼,厦门思明君乐门诊部,"118.098953,24.488972",778
1986,2.0,2971.0,仙岳路248号博士新村二楼,厦门市思明区岳阳门诊部,,778
1987,2.0,2973.0,角滨路33号,厦门市思明区泽仁堂药店,,779
1907,2.0,766.0,*角滨路33号,厦门市思明区泽仁堂药店,"118.081096,24.463933",779
2153,2.0,31811.0,*角滨路33号,燕来福,,779
1909,2.0,1227.0,东渡海山路33号,厦门市药品检验所,"118.081952,24.483621",780
2341,2.0,1270765.0,厦门市湖里区湖里街道海山路33号,厦门市食品药品质量检验研究院（股份厦门）,,780
2042,2.0,3628.0,东渡海山路33号,厦门市药品检验所,,780
2030,2.0,3296.0,*禾祥西51号之9,厦门市永裕泰药店有限公司禾祥店,,781
2029,2.0,3295.0,*禾祥西51号之9,厦门市永裕泰药店有限公司,,781
1910,2.0,1281.0,*禾祥西51号之9,厦门市永裕泰药店有限公司禾祥店,"118.086784,24.464687",781
1919,2.0,1008.0,*禾祥西51号之9,厦门市永裕泰药店有限公司,,781
1920,2.0,1009.0,思明区后滨路10号之12,厦门市永裕泰药店有限公司后滨路分店（股份厦门）,,782
2032,2.0,3298.0,后滨路10号之12,厦门市永裕泰药店有限公司后滨路分店,,782
9645,21.0,391837.0,厦门市思明区后滨路10号之十四一层店面,后滨路分店,,782
2482,2.0,2239271.0,厦门市思明区后滨路10号之十五,厦门市思明区后滨路10号之十五,,782
1911,2.0,1345.0,*后滨路10号之12,厦门市永裕泰药店有限公司后滨店,"118.098,24.468709",782
2197,2.0,61795.0,厦门市思明区后滨路10号之十四店面,后滨路分店,,782
2345,2.0,1393629.0,厦门市思明区后滨路10号之十五,厦门片仔癀宏仁后滨药房有限公司,,782
2031,2.0,3297.0,*后滨路10号之12,厦门市永裕泰药店有限公司后滨店,,782
9630,21.0,236793.0,厦门市思明区后滨路10号之十四一层店面,后滨路分店,,782
1912,2.0,1024.0,思明区湖滨南路36号,厦门思明滨南门诊部,"118.086006,24.467135",783
2302,2.0,701088.0,厦门湖滨南路36号,燕来福（厦门思明滨南门诊部）,,783
2104,2.0,31103.0,厦门湖滨南路36号,海峡两岸,,783
2091,2.0,30505.0,思明区湖滨南路36号,厦门思明滨南门诊部,,783
2469,2.0,2241917.0,厦门市思明区湖滨南路36号一楼,燕来福（厦门思明滨南门诊部）,,783
2303,2.0,701089.0,厦门湖滨南路36号,海峡两岸（厦门思明滨南门诊部）,,783
2092,2.0,30506.0,厦门湖滨南路36号,思明滨南门诊部,,783
2093,2.0,30507.0,厦门湖滨南路36号,燕来福（厦门思明滨南门诊部）,,783
2036,2.0,3362.0,厦门湖滨南路36号,思明滨南门诊部,,783
2035,2.0,3361.0,思明区湖滨南路36号,厦门思明滨南门诊部,,783
1938,2.0,1833.0,厦门湖滨南路36号,思明滨南门诊部,,783
2156,2.0,31877.0,厦门湖滨南路36号,燕来福,,783
2094,2.0,30508.0,厦门湖滨南路36号,厦门思明滨南门诊部,,783
2262,2.0,391398.0,厦门市思明区禾祥西路619号,厦门思明德汇堂门诊部,,784
1913,2.0,1030.0,厦门市思明区禾祥西路619号（一层及夹层）,厦门思明德汇堂门诊部,"118.097588,24.468307",784
2470,2.0,2241920.0,厦门市思明区禾祥西路619号（一层及夹层）,（燕来福）厦门思明德汇堂门诊部,,784
1914,2.0,1034.0,厦门市思明区建业路10号106、107一层及夹层,厦门思明德善堂第四门诊部,"118.084157,24.475942",785
1924,2.0,1811.0,"福建厦门厦禾路338号
","厦门新开元医院	设备科
",,786
2254,2.0,263661.0,厦门市厦禾路338号,（燕来福）厦门新开元医院,,786
1915,2.0,1038.0,厦门市厦禾路338号,新开元医院药房,"118.081266,24.459993",786
2279,2.0,921574.0,厦门市思明区厦禾路338号,思明区-厦门新开元医院有限公司,,786
2214,2.0,38693.0,厦门市厦禾路338号,厦门新开元医院,,786
2161,2.0,31909.0,厦门市厦禾路338号,燕来福,,786
2435,2.0,2240432.0,厦门市厦禾路338号1楼资产部,供应室,,786
2496,2.0,2242086.0,厦门市思明区厦禾路338号906室,（燕来福）厦门新开元医院有限公司,,786
2420,2.0,2237158.0,厦门市思明区厦禾路338号沿街店面1楼东侧,华厦眼科医院集团股份有限公司药店,,786
2305,2.0,701103.0,厦门市厦禾路338号,（燕来福）厦门新开元医院,,786
2232,2.0,54613.0,厦门市厦禾路338号,海峡两岸,,786
2021,2.0,3461.0,厦门市厦禾路338号,新开元医院药房,,786
2022,2.0,3462.0,"福建厦门厦禾路338号
","厦门新开元医院	设备科
",,786
2312,2.0,841530.0,厦门市厦禾路338号,新开元药房（股份厦门）,,786
2304,2.0,701102.0,厦门市厦禾路338号,(海峡两岸)厦门新开元医院,,786
2458,2.0,2238402.0,厦门市思明区厦禾路338号906室,厦门市思明区厦禾路338号906室,,786
2027,2.0,3554.0,*美仁路242号,厦门市思明区艾诺药店,,787
1917,2.0,1095.0,*美仁路242号,厦门市思明区艾诺药店,"118.0877,24.462606",787
1921,2.0,1010.0,厦门市思明区湖滨南路121号,厦门市中心血站,"118.095312,24.470307",788
2033,2.0,3299.0,厦门市思明区湖滨南路121号,厦门市中心血站,,788
1922,2.0,1889.0,"福建厦门厦禾路336号眼科中心大楼201室
","厦门眼科中心有限公司药店
","118.080764,24.4601",789
1926,2.0,1907.0,"福建厦门湖滨南路
","厦门市中心血站
","118.080754,24.466207",790
2034,2.0,3300.0,"福建厦门湖滨南路
","厦门市中心血站
",,790
1979,2.0,2939.0,"福建厦门市思明区厦禾路509之130单元
","厦门市思明区明发花园药店
",,791
1927,2.0,1915.0,"福建厦门市思明区厦禾路509之130单元
","厦门市思明区明发花园药店
","118.08969,24.463106",791
1928,2.0,1622.0,思明区角滨路18号德邦物流湖滨南营业部,思明区,"118.081572,24.463882",792
2043,2.0,3637.0,思明区角滨路18号德邦物流湖滨南营业部,思明区,,792
1929,2.0,1943.0,"厦门市禾祥西路915号202室
",北京同仁堂厦门禾祥中医门诊部 ,"118.100837,24.468741",793
2046,2.0,3675.0,"厦门市禾祥西路915号202室
",北京同仁堂厦门禾祥中医门诊部 ,,793
2400,2.0,2230108.0,思明区白鹤山路3-3号,608,,794
2392,2.0,2228431.0,思明区白鹤山路3-3号,604,,794
2407,2.0,2228040.0,思明区白鹤山路3-3号,606室,,794
2342,2.0,1327383.0,思明区白鹤山路3-3号307妇幼保健科,307 妇幼保健科,,794
2506,2.0,3172909.0,思明区白鹤山路3-3号,411室,,794
2051,2.0,3735.0,厦门思明区白鹤山路3号,开元社区,,794
2410,2.0,2227318.0,思明区白鹤山路3-3号,307室,,794
2498,2.0,2443709.0,思明区白鹤山路3-3号,605,,794
2411,2.0,2227921.0,思明区白鹤山路3-3号,511,,794
2388,2.0,2227297.0,思明区白鹤山路3-3号,地下室,,794
2447,2.0,2241502.0,厦门市思明区白鹤山路3-3号,（燕来福）厦门市思明区开元街道社区卫生服务中心,,794
2398,2.0,2229059.0,思明区白鹤山路3-3号,503 妇保,,794
2394,2.0,2227308.0,思明区白鹤山路3-3号,512,,794
2391,2.0,2228245.0,货票送思明区白鹤山路3-3号,208,,794
2404,2.0,2229049.0,思明区白鹤山路3-3号,502,,794
1996,2.0,2377.0,思明区白鹤山路3-3号,开元社区药房,,794
1930,2.0,1949.0,厦门思明区白鹤山路3号,开元社区,"118.095382,24.462067",794
2445,2.0,2238510.0,厦门市思明区白鹤山路3-3号,厦门市思明区白鹤山路3-3号,,794
1932,2.0,1963.0,厦门仙岳路47号东渡古玩城第5层D01单元,厦门市颐达康贸易有限公司,"118.086784,24.493191",795
2045,2.0,3665.0,厦门仙岳路47号东渡古玩城第5层D01单元,厦门市颐达康贸易有限公司,,795
2050,2.0,3723.0,厦门湖里区海天路53号,办公室,,796
1934,2.0,1978.0,厦门湖里区海天路53号,办公室,"118.097682,24.504811",796
2047,2.0,3710.0,"厦门市禾祥西路鸿升大厦9B
",厦门市聚益医疗器械有限公司 ,,797
1936,2.0,1986.0,"厦门市禾祥西路鸿升大厦9B
",厦门市聚益医疗器械有限公司 ,"118.080333,24.462083",797
1937,2.0,1987.0,福建厦门白鹭州东路66号第一层,厦门金鼎和贸易有限公司,"118.095703,24.474832",798
2013,2.0,3721.0,福建厦门白鹭州东路66号第一层,厦门金鼎和贸易有限公司,,798
2038,2.0,3369.0,福建厦门思明区故宫路69号之111号,思明德汇堂门诊部,,799
1939,2.0,1835.0,福建厦门思明区故宫路69号之111号,思明德汇堂门诊部,"118.08303,24.459787",799
2044,2.0,3647.0,"厦门市溪岸路174号
",厦门市卫生人才服务中心,,800
1942,2.0,2049.0,"厦门市溪岸路174号
",厦门市卫生人才服务中心,"118.089766,24.461323",800
1984,2.0,2964.0,*故宫路90号-4,厦门市思明区一品堂药局,,801
1944,2.0,757.0,*故宫路90号-4,厦门市思明区一品堂药局,"118.083854,24.461808",801
1945,2.0,758.0,厦门市思明区湖滨北路36号之8,厦门市思明区宜安堂药店,"118.085553,24.477903",802
1985,2.0,2965.0,厦门市思明区湖滨北路36号之8,厦门市思明区宜安堂药店,,802
2483,2.0,2241977.0,厦门市思明区故宫路117号一层、夹层,（燕来福）厦门思明元明堂门诊部,,803
2440,2.0,2240604.0,厦门市思明区故宫路117号一层、夹层,厦门思明元明堂门诊部,,803
1961,2.0,1347.0,厦门市思明区故宫路117号一层、夹层,二市站,"118.082586,24.464754",803
2425,2.0,2240019.0,厦门市故宫路117号一层夹层,厦门思明元明堂门诊部,,803
2177,2.0,53401.0,思明区仙岳路248号博士新村二楼,海峡两岸,,804
2184,2.0,38355.0,思明区仙岳路248号博士新村二楼,（海峡两岸）厦门思明岳阳门诊部,,804
2252,2.0,263653.0,思明区仙岳路248号博士新村二楼,（燕来福）厦门思明岳阳门诊部,,804
2181,2.0,50308.0,思明区仙岳路248号博士新村二楼,燕来福,,804
1965,2.0,1822.0,福建厦门思明仙岳路248号博士新村二楼,思明岳阳门诊部,"118.09895,24.488842",804
2299,2.0,701000.0,思明区仙岳路248号博士新村二楼,（海峡两岸）厦门思明岳阳门诊部,,804
